shipment_id,order_date,origin_city,destination_city,product_category,quantity,order_value,distance_km,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,inventory_level,warehouse_capacity,fuel_cost,shipping_cost_standardized,shipping_cost_normalized,distance_km_standardized,distance_km_normalized,transportation_mode_Express Courier,transportation_mode_Rail Freight,transportation_mode_Road Freight (Truck),weather_condition_Foggy,weather_condition_Rainy,weather_condition_Severe Heat,weather_condition_Stormy,warehouse_WH-East-Kolkata,warehouse_WH-North-Delhi,warehouse_WH-South-Bengaluru,warehouse_WH-West-Mumbai,customer_segment_Enterprise,customer_segment_Individual,customer_segment_SMB
SHIP-10294,2025-11-06,Kolkata,Jaipur,Apparel,67,2096.2,1105,937.22,6,8,Delayed,2,5118,7500,1.33,-0.2685916425114517,0.3603726133329123,-0.039430150166430936,0.4977261243052047,False,False,True,True,False,False,False,True,False,False,False,False,False,True
SHIP-10295,2025-06-12,Delhi,Kochi,Consumer Goods,121,14793.12,342,379.82,4,5,Delayed,1,7458,10000,1.31,-1.3106658907885187,0.08961955406378529,-1.3678594737466818,0.112177867609904,False,False,True,False,True,False,False,False,True,False,False,False,False,True
SHIP-10296,2025-07-27,Kolkata,Bhopal,Consumer Goods,322,50965.17,1775,1146.2,11,12,Delayed,1,5154,7500,1.47,0.12210207188564458,0.46188315213101444,1.127080527158298,0.8362809499747348,False,True,False,False,True,False,False,True,False,False,False,True,False,False
SHIP-10297,2025-06-18,Bengaluru,Coimbatore,Perishables,205,15401.66,298,571.06,3,3,On-Time,0,5969,8500,1.51,-0.9531375821403194,0.18251301487223137,-1.4444661450933804,0.089944416371905,True,False,False,False,False,False,False,False,False,True,False,False,False,True
SHIP-10298,2025-06-10,Nagpur,Kochi,Automotive Parts,384,42494.61,919,918.18,5,6,Delayed,1,2767,6000,1.44,-0.3041874331235712,0.3511240696506658,-0.36326744267747507,0.4037392622536635,False,False,True,False,False,True,False,False,False,False,False,False,False,False
SHIP-10299,2025-03-09,Mumbai,Patna,Automotive Parts,362,63080.37,553,1005.19,4,4,On-Time,0,6830,12000,1.39,-0.14151990470127537,0.3933885541985789,-1.0004956634250135,0.21879737241030825,True,False,False,False,False,False,False,False,False,False,True,False,True,False
SHIP-10300,2025-10-16,Bengaluru,Indore,Consumer Goods,101,6896.54,2080,1185.18,13,13,On-Time,0,5066,8500,1.28,0.19497622724596048,0.48081740805191614,1.6581040444479132,0.9903991915108642,False,True,False,False,True,False,False,False,False,True,False,False,True,False
SHIP-10301,2025-10-04,Nagpur,Patna,Electronics,61,9544.4,1593,2254.0225000000005,4,5,Delayed,1,5483,6000,1.44,2.193205945068137,1.0000000000000002,0.8102074774969537,0.7443153107630117,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SHIP-10302,2025-10-31,Delhi,Surat,Electronics,302,54027.87,912,862.58,6,6,On-Time,0,5889,10000,1.35,-0.40813312419677683,0.32411676772141673,-0.37545486766444985,0.4002021222839819,False,False,True,False,False,False,False,False,True,False,False,False,False,True
SHIP-10303,2025-05-15,Nagpur,Kanpur,Consumer Goods,17,616.53,1003,842.79,7,9,Delayed,2,5228,6000,1.47,-0.44513105992229396,0.3145039169088296,-0.21701834283377772,0.44618494188984337,False,False,True,True,False,False,False,False,False,False,False,False,False,True
SHIP-10304,2025-07-14,Bengaluru,Lucknow,Electronics,309,40763.09,611,1111.4,4,5,Delayed,1,5042,8500,1.56,0.057042538623997864,0.4449793012832111,-0.8995141421043653,0.24810510358767054,True,False,False,False,False,True,False,False,False,True,False,False,False,False
SHIP-10305,2025-05-08,Delhi,Bhopal,Electronics,107,8220.15,1332,2254.0225000000005,4,4,On-Time,0,4951,10000,1.53,2.193205945068137,1.0000000000000002,0.3557906315540369,0.6124305204648813,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHIP-10306,2025-02-02,Mumbai,Kochi,Automotive Parts,245,45381.54,1721,1044.94,10,10,On-Time,0,6796,12000,1.43,-0.06720621369120468,0.41269683210663016,1.0330632486873497,0.8089944416371906,False,True,False,False,False,False,False,False,False,False,True,True,False,False
SHIP-10307,2025-06-25,Kolkata,Indore,Industrial Equipment,398,23699.13,929,964.76,6,6,On-Time,0,4336,7500,1.48,-0.2171048739474933,0.37374997115901876,-0.3458568355532254,0.40879231935320876,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHIP-10308,2025-01-22,Delhi,Patna,Consumer Goods,383,86050.87,1080,1797.38,5,5,On-Time,0,9097,10000,1.32,1.3395005451419424,0.778189174977929,-0.08295666797705514,0.4850934815563417,True,False,False,False,False,False,False,False,True,False,False,True,False,False
SHIP-10309,2025-08-26,Bengaluru,Chandigarh,Electronics,78,9069.15,539,500.2,5,5,On-Time,0,6518,8500,1.16,-1.0856122524541207,0.14809327719765236,-1.024870513398963,0.21172309247094492,False,False,True,False,False,False,False,False,False,True,False,False,False,True
SHIP-10310,2025-06-07,Mumbai,Surat,Apparel,424,26089.02,1392,1325.0,7,9,Delayed,2,10654,12000,1.53,0.4563734669196229,0.5487339720042114,0.46025427429953497,0.6427488630621526,False,False,True,True,False,False,False,False,False,False,True,True,False,False
SHIP-10311,2025-02-07,Bengaluru,Lucknow,Electronics,54,6368.5,1731,2254.0225000000005,4,7,Delayed,3,7160,8500,1.3,2.193205945068137,1.0000000000000002,1.0504738558115994,0.8140474987367358,False,False,False,False,False,False,True,False,False,True,False,True,False,False
SHIP-10312,2025-08-18,Delhi,Lucknow,Perishables,146,16214.0,768,724.39,5,5,On-Time,0,7219,10000,1.55,-0.6664830351573221,0.2569919645990617,-0.6261676102536453,0.32743810005053064,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10313,2025-02-20,Nagpur,Kochi,Consumer Goods,243,28138.42,1307,2074.61,4,5,Delayed,1,4604,6000,1.6,1.8577894648582167,0.9128516626370249,0.3122641137434127,0.5997978777160182,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHIP-10314,2025-09-21,Nagpur,Bhopal,Consumer Goods,41,6256.88,1888,1069.32,11,11,On-Time,0,4462,6000,1.7,-0.021627149871694874,0.4245392425569016,1.3238203876623194,0.8933804951995958,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SHIP-10315,2025-10-10,Nagpur,Coimbatore,Consumer Goods,298,40967.8,1398,934.2,8,9,Delayed,1,4578,6000,1.72,-0.27423761350139914,0.3589056699547409,0.4707006385740848,0.6457806973218798,False,True,False,False,False,False,False,False,False,False,False,True,False,False
SHIP-10316,2025-01-27,Kolkata,Chandigarh,Electronics,135,6776.68,595,969.64,4,4,On-Time,0,4308,7500,1.16,-0.20798158307631986,0.37612039622043486,-0.9273711135031648,0.24002021222839817,True,False,False,False,False,False,False,True,False,False,False,False,False,False
SHIP-10317,2025-08-14,Delhi,Kochi,Apparel,76,2311.24,1949,1121.45,11,11,On-Time,0,6418,10000,1.74,0.0758312831435251,0.44986101682977503,1.4300250911202423,0.9242041435068217,False,True,False,False,True,False,False,False,True,False,False,False,False,True
SHIP-10318,2025-10-04,Kolkata,Patna,Industrial Equipment,39,7270.09,1560,890.9,10,12,Delayed,2,5463,7500,1.56,-0.3551881247148851,0.3378730049630774,0.7527524739869297,0.7276402223345124,False,True,False,False,False,False,False,True,False,False,False,False,False,False
SHIP-10319,2025-10-13,Delhi,Kanpur,Apparel,123,18023.63,289,337.33,3,3,On-Time,0,4668,10000,1.54,-1.3901020852795352,0.06898034077288971,-1.460135691505205,0.0853966649823143,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10320,2025-04-07,Delhi,Jaipur,Electronics,213,21164.78,1460,2254.0225000000005,5,5,On-Time,0,6769,10000,1.16,2.193205945068137,1.0000000000000002,0.5786464027444328,0.6771096513390602,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHIP-10321,2025-10-11,Mumbai,Coimbatore,Apparel,38,7788.64,293,292.09,3,3,On-Time,0,10248,12000,1.67,-1.474679478519676,0.04700533467074526,-1.4531714486555052,0.08741788782213239,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10322,2025-11-13,Mumbai,Bhopal,Apparel,140,14867.12,589,576.78,5,4,Early,0,8176,12000,1.24,-0.9424438887421406,0.18529146391962892,-0.9378174777777146,0.23698837796867103,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SHIP-10323,2025-10-31,Kolkata,Surat,Automotive Parts,194,39198.05,464,525.4,4,4,On-Time,0,5321,7500,1.65,-1.0385001766439628,0.1603339967770962,-1.1554500668308356,0.17382516422435573,False,False,True,False,False,False,True,True,False,False,False,False,True,False
SHIP-10324,2025-05-27,Bengaluru,Coimbatore,Consumer Goods,262,22755.4,564,586.85,5,5,On-Time,0,4631,8500,1.16,-0.923617753686256,0.19018289432300195,-0.9813439955883388,0.22435573521980798,False,False,True,False,True,False,False,False,False,True,False,True,False,False
SHIP-10325,2025-01-04,Mumbai,Indore,Consumer Goods,295,9475.0,1161,1087.86,6,8,Delayed,2,9880,12000,1.54,0.01303387733149275,0.43354491481892105,0.05806924972936729,0.526023244062658,False,False,True,True,False,False,False,False,False,False,True,True,False,False
SHIP-10326,2025-02-04,Mumbai,Bhopal,Apparel,402,94136.47,1213,1158.38,6,6,On-Time,0,7424,12000,1.41,0.14487290852722107,0.46779949992774567,0.14860440677546566,0.5522991409802931,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10327,2025-07-11,Nagpur,Kanpur,Apparel,419,45134.48,1481,1040.16,9,9,On-Time,0,5397,6000,1.27,-0.07614255188059176,0.4103749813292595,0.6152086777053571,0.6877210712481052,False,True,False,False,False,False,False,False,False,False,False,False,False,True
SHIP-10328,2025-02-18,Mumbai,Indore,Consumer Goods,395,79506.69,747,804.74,5,5,On-Time,0,11004,12000,1.21,-0.5162665553419967,0.29602140182955033,-0.6627298852145697,0.31682668014148563,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10329,2025-01-17,Mumbai,Coimbatore,Consumer Goods,71,5722.52,711,663.76,5,5,On-Time,0,10566,12000,1.41,-0.7798324461243809,0.2275413761823284,-0.7254080708618684,0.29863567458312285,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10330,2025-06-21,Delhi,Jaipur,Consumer Goods,12,2002.75,646,578.89,5,5,On-Time,0,4898,10000,1.22,-0.9384991871564488,0.1863163813129871,-0.8385770171694914,0.26579080343607886,False,False,True,False,True,False,False,False,True,False,False,False,False,True
SHIP-10331,2025-08-08,Kolkata,Jaipur,Automotive Parts,439,96680.12,1831,1224.68,11,15,Delayed,4,4549,7500,1.44,0.26882253655156535,0.500004250249854,1.224579927054096,0.8645780697321881,False,True,False,False,False,False,False,True,False,False,False,True,False,False
SHIP-10332,2025-06-07,Bengaluru,Kanpur,Consumer Goods,77,1908.55,575,968.34,3,3,On-Time,0,7600,8500,1.53,-0.21041196793954223,0.37548893052784454,-0.9621923277516642,0.22991409802930776,True,False,False,False,False,False,False,False,False,True,False,True,False,False
SHIP-10333,2025-02-15,Delhi,Lucknow,Perishables,34,7146.78,1412,1142.55,8,9,Delayed,1,8281,10000,1.65,0.11527829900044295,0.46011019076335685,0.49507548854803435,0.6528549772612431,False,False,True,False,True,False,False,False,True,False,False,False,False,True
SHIP-10334,2025-01-06,Delhi,Chandigarh,Apparel,188,28061.49,1774,1529.12,9,9,On-Time,0,8782,10000,1.56,0.8379812809819027,0.6478838005977064,1.125339466445873,0.8357756442647802,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10335,2025-04-09,Bengaluru,Surat,Perishables,150,23663.38,930,1464.33,4,5,Delayed,1,6112,8500,1.19,0.7168546384525322,0.616412521964684,-0.3441157748408004,0.40929762506316325,True,False,False,False,False,True,False,False,False,True,False,False,False,True
SHIP-10336,2025-08-21,Bengaluru,Lucknow,Automotive Parts,240,33106.11,307,405.97,3,3,On-Time,0,5744,8500,1.33,-1.2617777645013903,0.10232172934166057,-1.4287965986815556,0.09449216776149572,False,False,True,False,False,False,False,False,False,True,False,False,False,True
SHIP-10337,2025-02-06,Mumbai,Jaipur,Consumer Goods,309,68135.01,1140,1839.93,4,5,Delayed,1,6000,12000,1.32,1.4190489112420306,0.7988575328392519,0.021506974768442953,0.515411824153613,True,False,False,False,True,False,False,False,False,False,True,False,False,True
SHIP-10338,2025-10-07,Nagpur,Jaipur,Automotive Parts,172,4335.58,1712,2254.0225000000005,6,6,On-Time,0,5067,6000,1.7,2.193205945068137,1.0000000000000002,1.0173937022755248,0.8044466902475998,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SHIP-10339,2025-12-15,Delhi,Patna,Electronics,320,24429.34,830,861.79,5,6,Delayed,1,8002,10000,1.67,-0.4096100503828891,0.3237330308774579,-0.5182218460832972,0.35876705406771103,False,False,True,False,False,True,False,False,True,False,False,False,False,True
SHIP-10340,2025-10-29,Mumbai,Indore,Perishables,402,88763.29,648,1163.36,3,3,On-Time,0,5732,12000,1.37,0.1541831520801805,0.4702184992732071,-0.8350948957446415,0.2668014148559879,True,False,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10341,2025-06-30,Nagpur,Coimbatore,Apparel,139,26660.37,553,911.66,4,5,Delayed,1,3290,6000,1.19,-0.31637674797604065,0.3479570263309049,-1.0004956634250135,0.21879737241030825,True,False,False,False,True,False,False,False,False,False,False,False,False,True
SHIP-10342,2025-04-05,Mumbai,Surat,Electronics,255,4882.39,407,771.78,3,3,On-Time,0,8543,12000,1.69,-0.577886159258775,0.2800113178081825,-1.254690527439059,0.14502273875694796,True,False,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10343,2025-04-09,Bengaluru,Kanpur,Apparel,306,41767.92,2061,1797.79,10,13,Delayed,3,6559,8500,1.68,1.3402670511372663,0.7783883295425151,1.6250238909118389,0.9807983830217283,False,False,True,False,True,False,False,False,False,True,False,False,False,False
SHIP-10344,2025-07-07,Mumbai,Coimbatore,Perishables,181,25240.37,1710,1047.64,10,10,On-Time,0,6176,12000,1.66,-0.06215849128297338,0.4140083377758564,1.013911580850675,0.8034360788276909,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10345,2025-04-26,Mumbai,Patna,Electronics,73,7972.13,618,543.97,4,4,On-Time,0,6780,12000,1.66,-1.003783063636239,0.16935424132432925,-0.8873267171173905,0.25164224355735226,False,False,True,False,False,False,False,False,False,False,True,False,False,False
SHIP-10346,2025-07-10,Nagpur,Jaipur,Apparel,40,3395.5,1584,1278.75,8,11,Delayed,3,3244,6000,1.44,0.36990785159344,0.5262683656332082,0.7945379310851289,0.739767559373421,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHIP-10347,2025-09-10,Mumbai,Kanpur,Industrial Equipment,56,9811.5,1924,1066.35,12,13,Delayed,1,6640,12000,1.26,-0.027179644520749266,0.4230965863207529,1.3864985733096182,0.9115715007579587,False,True,False,False,False,True,False,False,False,False,True,True,False,False
SHIP-10348,2025-06-10,Nagpur,Jaipur,Industrial Equipment,139,8872.48,422,461.21,4,3,Early,0,5296,6000,1.44,-1.1585051030826152,0.12915416384834622,-1.2285746167526843,0.15260232440626578,False,False,True,False,False,False,False,False,False,False,False,True,False,False
SHIP-10349,2025-09-13,Delhi,Surat,Consumer Goods,361,73193.8,206,372.02,3,5,Delayed,2,7864,10000,1.45,-1.3252481999678531,0.08583075990824314,-1.6046437306364776,0.04345629105608894,False,False,True,True,False,False,False,False,True,False,False,False,True,False
SHIP-10350,2025-11-19,Delhi,Indore,Electronics,342,69670.1,949,936.45,5,5,On-Time,0,7964,10000,1.44,-0.2700311781612065,0.3599985913457626,-0.311035621304726,0.4188984335522992,False,False,True,False,False,False,False,False,True,False,False,False,False,False
SHIP-10351,2025-05-08,Delhi,Coimbatore,Electronics,119,13397.79,557,574.58,4,3,Early,0,8231,10000,1.47,-0.94655684774144,0.18422282967062992,-0.9935314205753136,0.22081859525012634,False,False,True,True,False,False,False,False,True,False,False,False,False,False
SHIP-10352,2025-01-18,Bengaluru,Coimbatore,Apparel,78,6367.44,660,611.75,5,4,Early,0,5249,8500,1.3,-0.877066535921457,0.20227789105030958,-0.8142021671955418,0.2728650833754422,False,False,True,False,True,False,False,False,False,True,False,True,False,False
SHIP-10353,2025-10-08,Mumbai,Lucknow,Consumer Goods,67,5474.66,1165,966.03,6,6,On-Time,0,9726,12000,1.37,-0.2147305748888068,0.3743668645663955,0.06503349257906717,0.5280444669024761,False,False,True,False,False,False,False,False,False,False,True,False,False,False
SHIP-10354,2025-08-11,Nagpur,Kanpur,Perishables,115,14758.92,952,857.0,6,6,On-Time,0,5459,6000,1.41,-0.41856508384045477,0.3214063226716827,-0.3058124391674511,0.42041435068216276,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHIP-10355,2025-02-23,Mumbai,Chandigarh,Electronics,309,56887.25,916,1510.37,5,7,Delayed,2,9338,12000,1.23,0.8029276531469637,0.6387761223391917,-0.36849062481475,0.4022233451237999,True,False,False,True,False,False,False,False,False,False,True,True,False,False
SHIP-10356,2025-02-27,Nagpur,Patna,Apparel,339,33674.27,679,1212.35,4,4,On-Time,0,3875,6000,1.42,0.24577127088730916,0.49401504102705457,-0.7811220136594674,0.2824658918645781,True,False,False,False,False,False,False,False,False,False,False,False,False,True
SHIP-10357,2025-11-19,Delhi,Chandigarh,Electronics,265,41965.45,1660,2254.0225000000005,5,7,Delayed,2,7866,10000,1.64,2.193205945068137,1.0000000000000002,0.9268585452294265,0.7781707933299647,False,False,False,True,False,False,False,False,True,False,False,False,False,True
SHIP-10358,2025-12-26,Nagpur,Lucknow,Electronics,321,33667.72,881,1476.44,4,5,Delayed,1,5240,6000,1.65,0.7394946082168584,0.6222948677625835,-0.42942774974962383,0.38453764527539164,True,False,False,False,False,False,False,False,False,False,False,False,False,True
SHIP-10359,2025-06-23,Kolkata,Surat,Consumer Goods,180,15581.33,1818,1515.88,10,10,On-Time,0,3828,7500,1.4,0.8132287459133916,0.641452565390094,1.2019461377925715,0.8580090955027793,False,False,True,True,False,False,False,True,False,False,False,False,False,False
SHIP-10360,2025-10-07,Kolkata,Patna,Consumer Goods,392,8170.06,1646,1502.77,9,10,Delayed,1,4310,7500,1.46,0.788719249331202,0.6350844767517404,0.902483695255477,0.7710965133906014,False,False,True,False,True,False,False,True,False,False,False,True,False,False
SHIP-10361,2025-04-24,Kolkata,Indore,Apparel,171,2722.29,1857,1562.92,9,9,On-Time,0,6615,7500,1.17,0.9011712874256864,0.6643019086050558,1.2698475055771452,0.8777160181910056,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHIP-10362,2025-10-15,Kolkata,Chandigarh,Automotive Parts,295,20176.17,586,657.95,5,6,Delayed,1,6710,7500,1.55,-0.7906943969361672,0.22471921027928998,-0.9430406599149895,0.2354724608388075,False,False,True,False,True,False,False,True,False,False,False,False,False,True
SHIP-10363,2025-12-08,Bengaluru,Indore,Apparel,80,8840.44,1244,1043.6,7,7,On-Time,0,5759,8500,1.39,-0.06971137962714193,0.4120459367004216,0.20257728886063966,0.5679636179888833,False,False,True,False,True,False,False,False,False,True,False,True,False,False
SHIP-10364,2025-05-31,Delhi,Chandigarh,Perishables,264,56772.24,1726,1473.3,8,10,Delayed,2,6260,10000,1.42,0.733624294008767,0.6207696352435574,1.0417685522494744,0.8115209701869632,False,False,True,False,True,False,False,False,True,False,False,False,False,False
SHIP-10365,2025-05-07,Delhi,Indore,Automotive Parts,383,77612.57,2085,1825.81,11,11,On-Time,0,5829,10000,1.67,1.392651192573799,0.7919988439320396,1.666809348010038,0.9929257200606368,False,False,True,False,False,False,False,False,True,False,False,False,False,False
SHIP-10366,2025-06-04,Nagpur,Chandigarh,Apparel,64,4978.17,794,683.51,5,5,On-Time,0,4106,6000,1.43,-0.7429092914715785,0.23713479728129727,-0.5809000317305961,0.3405760485093482,False,False,True,False,False,False,False,False,False,False,False,False,False,False
SHIP-10367,2025-09-30,Bengaluru,Indore,Automotive Parts,332,24059.05,804,1388.29,4,3,Early,0,7558,8500,1.16,0.5746958192221983,0.5794766363765527,-0.5634894246063464,0.3456291056088934,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHIP-10368,2025-04-14,Kolkata,Lucknow,Apparel,406,27778.8,1284,1217.71,7,6,Early,0,3903,7500,1.29,0.25579193463105726,0.49661862265188866,0.2722197173576384,0.5881758463870642,False,False,True,False,False,False,False,True,False,False,False,False,False,False
SHIP-10369,2025-10-26,Mumbai,Bhopal,Electronics,12,1136.65,257,275.63,3,3,On-Time,0,7767,12000,1.44,-1.5054518899417078,0.039010007516870435,-1.515849634302804,0.06922688226376958,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10370,2025-09-03,Delhi,Patna,Industrial Equipment,35,4622.68,697,609.32,4,5,Delayed,1,8784,10000,1.4,-0.881609486088865,0.20109753594800606,-0.749782920835818,0.2915613946437595,False,False,True,False,True,False,False,False,True,False,False,False,False,False
SHIP-10371,2025-06-25,Delhi,Kanpur,Electronics,322,38023.99,829,859.84,6,6,On-Time,0,6140,10000,1.67,-0.4132556276777226,0.32278583233857244,-0.5199629067957222,0.3582617483577565,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10372,2025-02-08,Bengaluru,Surat,Apparel,135,8949.72,1983,1174.48,11,12,Delayed,1,6893,8500,1.48,0.17497229029482186,0.47561995965905707,1.4892211553426913,0.9413845376452755,False,True,False,False,True,False,False,False,False,True,False,True,False,False
SHIP-10373,2025-06-19,Mumbai,Kochi,Industrial Equipment,417,19038.59,347,560.9,4,5,Delayed,1,7595,12000,1.56,-0.9721319746098116,0.17757786761321748,-1.3591541701845569,0.11470439615967662,False,False,True,False,True,False,False,False,False,False,True,True,False,False
SHIP-10374,2025-09-04,Delhi,Jaipur,Electronics,62,1113.26,400,667.11,3,4,Delayed,1,8283,10000,1.43,-0.7735695312845384,0.22916861469784972,-1.2668779524260336,0.1414855987872663,True,False,False,False,True,False,False,False,True,False,False,False,False,False
SHIP-10375,2025-01-26,Mumbai,Kanpur,Electronics,207,10594.54,803,1334.47,4,4,On-Time,0,10932,12000,1.41,0.47407788588478944,0.5533339567033119,-0.5652304853187714,0.34512379989893893,True,False,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10376,2025-12-21,Delhi,Jaipur,Automotive Parts,308,55673.69,947,932.19,6,5,Early,0,6322,10000,1.42,-0.2779953624053046,0.35792932684542805,-0.31451774272957594,0.4178878221323902,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10377,2025-11-02,Bengaluru,Patna,Apparel,197,14234.25,550,566.98,5,5,On-Time,0,7201,8500,1.4,-0.960765251557202,0.1805311840831786,-1.0057188455622883,0.21728145528044465,False,False,True,False,False,False,False,False,False,True,False,False,False,False
SHIP-10378,2025-01-13,Mumbai,Kanpur,Electronics,195,24398.68,1183,2233.68,4,6,Delayed,2,10974,12000,1.47,2.1551750957757494,0.9901187762680619,0.09637258540271659,0.5371399696816574,False,False,False,True,False,False,False,False,False,False,True,False,True,False
SHIP-10379,2025-11-12,Kolkata,Indore,Apparel,314,48342.11,1662,1078.1,11,11,On-Time,0,6843,7500,1.3,-0.005212704410854153,0.42880406469608884,0.9303406666542764,0.7791814047498737,False,True,False,False,False,False,False,True,False,False,False,True,False,False
SHIP-10380,2025-11-09,Mumbai,Indore,Apparel,307,68586.14,1829,1163.58,11,14,Delayed,3,7846,12000,1.68,0.1545944479801105,0.47032536269810704,1.221097805629246,0.863567458312279,False,True,False,False,False,True,False,False,False,False,True,True,False,False
SHIP-10381,2025-02-05,Mumbai,Kochi,Apparel,213,47686.64,1806,1103.79,12,13,Delayed,1,8139,12000,1.35,0.04281543954005705,0.4412827982673552,1.181053409243472,0.851945426983325,False,True,False,False,True,False,False,False,False,False,True,False,False,False
SHIP-10382,2025-06-22,Delhi,Jaipur,Perishables,20,3804.95,1354,786.45,9,12,Delayed,3,5925,10000,1.24,-0.5504602008407186,0.2871371652776445,0.3940939672273862,0.6235472460838808,False,True,False,False,False,False,True,False,True,False,False,True,False,False
SHIP-10383,2025-01-20,Delhi,Surat,Apparel,368,8560.38,421,871.62,2,2,On-Time,0,5975,10000,1.21,-0.39123260176329167,0.3285078829991219,-1.2303156774651094,0.15209701869631126,True,False,False,False,False,False,False,False,True,False,False,False,False,True
SHIP-10384,2025-11-17,Mumbai,Patna,Consumer Goods,363,54501.38,1229,1158.48,7,7,On-Time,0,8177,12000,1.16,0.14505986120900724,0.46784807421179103,0.17646137817426513,0.5603840323395655,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10385,2025-09-21,Mumbai,Indore,Industrial Equipment,155,30976.3,1540,2254.0225000000005,5,8,Delayed,3,6530,12000,1.4,2.193205945068137,1.0000000000000002,0.7179312597384303,0.717534108135422,True,False,False,False,False,False,True,False,False,False,True,False,False,True
SHIP-10386,2025-05-22,Bengaluru,Bhopal,Automotive Parts,94,1791.89,1396,838.29,8,8,On-Time,0,6665,8500,1.26,-0.45354393060267933,0.3123180741267861,0.46721851714923485,0.6447700859019707,False,True,False,False,False,False,False,False,False,True,False,False,False,False
SHIP-10387,2025-05-23,Mumbai,Lucknow,Electronics,109,15715.17,652,597.91,5,5,On-Time,0,8424,12000,1.16,-0.9029407870806867,0.19555521013842453,-0.8281306528949416,0.268822637695806,False,False,True,False,False,False,False,False,False,False,True,False,False,False
SHIP-10388,2025-04-02,Bengaluru,Lucknow,Electronics,113,24472.93,888,825.23,6,7,Delayed,1,7412,8500,1.46,-0.4779599508439754,0.3059742726304553,-0.41724032476264905,0.38807478524507333,False,False,True,False,False,False,False,False,False,True,False,False,False,False
SHIP-10389,2025-12-20,Nagpur,Chandigarh,Electronics,445,56254.22,2034,2254.0225000000005,5,5,On-Time,0,4985,6000,1.56,2.193205945068137,1.0000000000000002,1.5780152516763646,0.9671551288529562,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SHIP-10390,2025-11-18,Kolkata,Surat,Apparel,55,878.07,2058,1157.19,13,14,Delayed,1,4511,7500,1.2,0.1426481716139635,0.46722146594760533,1.6198007087745638,0.9792824658918647,False,True,False,False,True,False,False,True,False,False,False,False,False,False
SHIP-10391,2025-10-15,Delhi,Lucknow,Apparel,53,932.17,1524,895.72,9,9,On-Time,0,6877,10000,1.43,-0.34617700545278335,0.3402142854540663,0.6900742883396308,0.7094492167761497,False,True,False,False,True,False,False,False,True,False,False,False,False,False
SHIP-10392,2025-08-03,Mumbai,Chandigarh,Apparel,287,32405.02,563,640.4,4,5,Delayed,1,9632,12000,1.6,-0.8235045925896702,0.2161944234293201,-0.9830850563007638,0.22385042950985348,False,False,True,False,True,False,False,False,False,False,True,True,False,False
SHIP-10393,2025-12-08,Delhi,Jaipur,Perishables,190,9771.14,1176,1081.01,7,6,Early,0,5408,10000,1.74,0.00022761862912853433,0.4302175763618103,0.08418516041574181,0.5336028297119758,False,False,True,False,False,False,False,False,True,False,False,False,False,True
SHIP-10394,2025-02-20,Delhi,Indore,Industrial Equipment,196,33544.6,379,460.5,3,5,Delayed,2,4648,10000,1.55,-1.1598324671232982,0.12880928643162376,-1.303440227386958,0.13087417887822134,False,False,True,True,False,False,False,False,True,False,False,True,False,False
SHIP-10395,2025-06-02,Nagpur,Indore,Electronics,123,22332.84,1377,2254.0225000000005,5,6,Delayed,1,5103,6000,1.3,2.193205945068137,1.0000000000000002,0.43413836361316044,0.6351692774128348,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SHIP-10396,2025-07-05,Delhi,Bhopal,Consumer Goods,264,14995.66,1658,1460.92,9,9,On-Time,0,5146,10000,1.58,0.7104795520036182,0.6147561388787355,0.9233764238045766,0.7771601819100556,False,False,True,True,False,False,False,False,True,False,False,True,False,False
